requirement_id,phase,issue,origin,state_owner,producer,player_capability,autonomous_trigger,consumers,ui_surfaces,tests,migration,status,notes
HOOK-cross_staff_grumble_*,3,ISSUE-173,future hook 'cross_staff_grumble_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/contracts/scheduledEvents/ queue (typed mechanical record) + src/sim/modules/staff/workforceTypes.ts StaffWorkforceState for what it mutates,src/sim/modules/staff/staffEvents.ts 'cross_staff_grumble' — registered mechanical event owned by the staff module,"src/sim/modules/ownerActions/workforceActions.ts — pay_staff_wages, adjust_staff_wage, promote_staff, grant_staff_leave, train_staff, set_staff_shift and negotiate_with_staff each change a contributor the resolver re-reads","the response future-hook bridge (futureHookPrefixes + fromFutureHook), plus src/sim/modules/staff/staffActors.ts and other staff resolvers scheduling it directly",src/sim/modules/staff/employment.ts separateStaff/giveNotice; src/sim/modules/staff/relationships.ts; src/sim/contracts/scheduledEvents/resolve.ts (mutation manifest required for a resolved outcome),STAFF REPORT 'AT RISK OF LEAVING' with contributors and remedies; SCHEDULED EVENTS report; src/reports/pendingConsequenceProjection.ts,tests/sim/phase210.retentionAndQuitting.test.ts; tests/sim/phase210.workforceBeatPersistence.test.ts,n/a,done,"CLOSED — mechanical. Now deliverable because relationships exist: it moves the affinity edge between the grumbler and the colleague they actually work with, and adds stress. Somebody since looked after lets it go."
HOOK-culture_seating_backlash_*,8,ISSUE-178,future hook 'culture_seating_backlash_*' promised as declared in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/modules/cultures/types.ts CultureMisunderstanding (severity slight|walkout) and CultureFrictionState at state.modules.cultures,src/sim/modules/issues/expandedSeedGenerators.ts (declares) -> src/sim/modules/cultures/cultureEvents.ts (owns and resolves),make_amends_to_culture settles a walkout; seat_groups_apart and mark_culture_observance prevent the causes,"culture_walkout / culture_seating_backlash, wrap_up, with warning windows; an unanswered slight also schedules its own walkout risk from the culture review pass",src/sim/modules/cultures/customerInfluence.ts (a walkout withholds more turnout than a slight); culturalTension pressure,"CULTURE REPORT (Unresolved, with the remedy named; Rubbing along badly)",tests/sim/phase215.cultureEvents.test.ts; tests/sim/phase215.cultureAgency.test.ts,required,done,"OBL-02 closed for this family. Landed alongside 8.3 rather than inside 8.2 — the machinery is 8.2 culture machinery and the scheduling is the only reason it is late. Resolves into a real escalation (a slight becomes a walkout, which withholds more turnout for longer) or real friction with exactly the cultures that declare friction with the favoured one. Records an explained no_op when the house won them back inside the warning window, or when nobody minds."
HOOK-culture_walkout_risk_*,8,ISSUE-178,future hook 'culture_walkout_risk_*' promised as declared in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/modules/cultures/types.ts CultureMisunderstanding (severity slight|walkout) and CultureFrictionState at state.modules.cultures,src/sim/modules/issues/expandedSeedGenerators.ts (declares) -> src/sim/modules/cultures/cultureEvents.ts (owns and resolves),make_amends_to_culture settles a walkout; seat_groups_apart and mark_culture_observance prevent the causes,"culture_walkout / culture_seating_backlash, wrap_up, with warning windows; an unanswered slight also schedules its own walkout risk from the culture review pass",src/sim/modules/cultures/customerInfluence.ts (a walkout withholds more turnout than a slight); culturalTension pressure,"CULTURE REPORT (Unresolved, with the remedy named; Rubbing along badly)",tests/sim/phase215.cultureEvents.test.ts; tests/sim/phase215.cultureAgency.test.ts,required,done,"OBL-02 closed for this family. Landed alongside 8.3 rather than inside 8.2 — the machinery is 8.2 culture machinery and the scheduling is the only reason it is late. Resolves into a real escalation (a slight becomes a walkout, which withholds more turnout for longer) or real friction with exactly the cultures that declare friction with the favoured one. Records an explained no_op when the house won them back inside the warning window, or when nobody minds."
HOOK-dangerous_rep_locked,10,ISSUE-180,future hook 'dangerous_rep_locked' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-dual_supplier_balance_*,6,ISSUE-176,future hook 'dual_supplier_balance_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,"src/sim/modules/suppliers/types.ts SupplierAccountState (credit line, terms adjustment, supply refusal, trading record)",src/sim/modules/suppliers/supplierEvents.ts dualSupplierEvent,pay_supplier_invoice / negotiate_supplier_terms / place_supplier_order — the terms the resolver writes are the terms the next quote charges,"src/sim/modules/suppliers/supplierEvents.ts, resolved by the shared scheduler on its dated beat","src/sim/modules/suppliers/quote.ts (unit price, capacity, payment terms, credit limit)",SupplierDetailSheet terms block and per-good quote; SUPPLIER REPORT supplier line,tests/sim/phase213.supplierEvents.test.ts,n/a,done,"MECHANICAL as of Phase 6. Resolves against BOTH suppliers from real order counts: the one carrying the larger share improves terms, the other hardens. No trade, an even split, or no rival carrying the same goods is an explained no-op."
HOOK-eviction_threat_possible,7,ISSUE-177,future hook 'eviction_threat_possible' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/modules/tenancy — resolved by the tenancy_escalation_review scheduled event,src/sim/modules/tenancy/tenancyEvents.ts (tenancy_escalation_review),none,"tenancy_escalation_review on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,"Escalates the landlord notice ladder against real arrears, with a deadline and a cure amount. Declines when nothing is owed."
HOOK-exclusivity_risk_*,6,ISSUE-176,future hook 'exclusivity_risk_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-faction_deception_exposed_*,8,ISSUE-178,future hook 'faction_deception_exposed_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/modules/factions/types.ts FactionModuleState.stances / .favours / .demands at state.modules.factions,src/sim/modules/issues/expandedSeedGenerators.ts (declares) -> src/sim/modules/factions/factionEvents.ts faction_retaliation (owns and resolves),appeal_to_faction contests the stance the retaliation opens; grant_faction_demand/repay_faction_favour remove the grievance before it fires,"faction_retaliation, wrap_up, 3-day warning window; the faction re-reads its live standing and picks a move it is capable of","customers forecast (boycott), suppliers quote (squeeze), economy dynamics (rival backing)",FACTION REPORT (In force / Waiting on an answer / Favours owed); src/reports/pendingConsequenceProjection.ts,tests/sim/phase215.factionAgency.test.ts; tests/sim/phase215.factionEvents.test.ts; tests/sim/phase215.factionPersistence.test.ts,required,done,"OBL-02 closed for this family. Resolves into a real faction stance chosen from the live grievance ledger and the faction capability list, never a zero-weight cause. Records an EXPLAINED no_op when the player mended it inside the warning window or the faction has no capable move."
HOOK-faction_grudge_*,8,ISSUE-178,future hook 'faction_grudge_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/modules/factions/types.ts FactionModuleState.stances / .favours / .demands at state.modules.factions,src/sim/modules/issues/expandedSeedGenerators.ts (declares) -> src/sim/modules/factions/factionEvents.ts faction_retaliation (owns and resolves),appeal_to_faction contests the stance the retaliation opens; grant_faction_demand/repay_faction_favour remove the grievance before it fires,"faction_retaliation, wrap_up, 3-day warning window; the faction re-reads its live standing and picks a move it is capable of","customers forecast (boycott), suppliers quote (squeeze), economy dynamics (rival backing)",FACTION REPORT (In force / Waiting on an answer / Favours owed); src/reports/pendingConsequenceProjection.ts,tests/sim/phase215.factionAgency.test.ts; tests/sim/phase215.factionEvents.test.ts; tests/sim/phase215.factionPersistence.test.ts,required,done,"OBL-02 closed for this family. Resolves into a real faction stance chosen from the live grievance ledger and the faction capability list, never a zero-weight cause. Records an EXPLAINED no_op when the player mended it inside the warning window or the faction has no capable move."
HOOK-faction_revenge_*,8,ISSUE-178,future hook 'faction_revenge_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/modules/factions/types.ts FactionModuleState.stances / .favours / .demands at state.modules.factions,src/sim/modules/issues/expandedSeedGenerators.ts (declares) -> src/sim/modules/factions/factionEvents.ts faction_retaliation (owns and resolves),appeal_to_faction contests the stance the retaliation opens; grant_faction_demand/repay_faction_favour remove the grievance before it fires,"faction_retaliation, wrap_up, 3-day warning window; the faction re-reads its live standing and picks a move it is capable of","customers forecast (boycott), suppliers quote (squeeze), economy dynamics (rival backing)",FACTION REPORT (In force / Waiting on an answer / Favours owed); src/reports/pendingConsequenceProjection.ts,tests/sim/phase215.factionAgency.test.ts; tests/sim/phase215.factionEvents.test.ts; tests/sim/phase215.factionPersistence.test.ts,required,done,"OBL-02 closed for this family. Resolves into a real faction stance chosen from the live grievance ledger and the faction capability list, never a zero-weight cause. Records an EXPLAINED no_op when the player mended it inside the warning window or the faction has no capable move."
HOOK-failed_patch_possible,2,ISSUE-172,future hook 'failed_patch_possible' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/state/TavernState.ts AreaState / AreaUpgradeState via the scheduledEvents queue,src/sim/modules/areas/areaEvents.ts (registered mechanical type) + the response bridge in src/sim/modules/responses/ctxApplier.ts,the warning window surfaced by the SCHEDULED report section; the upgrade lifecycle and clean/repair actions are how a player earns it away,"the scheduled-event drain (morning inside startDay, wrap_up in resolveScheduledEvents)",src/sim/modules/areas/construction.ts (authoritative mutations),src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase209.areaCapacityAndPropagation.test.ts,n/a,done,"MECHANICAL as of Phase 2. Owned by `areas` (src/sim/modules/areas/areaEvents.ts), beat wrap_up, warning window 2d. The resolver finds the patched room from the `<areaId>_patched_recently` memory the same response profile wrote — it does not guess — then either fails the patch (damage +8, condition -4, `failed_patch` problem) or no-ops with a reason when the room was properly repaired in the meantime. Codex review round (PR #247): the resolver binds to the patch memory created on the same day as the event rather than to whichever patched room is currently worst — otherwise a promise made about one room could collapse another, or lapse because that other room had since been repaired."
HOOK-festival_obligations_*,9,ISSUE-179,future hook 'festival_obligations_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-food_poisoning_outbreak_*,4,ISSUE-174,future hook 'food_poisoning_outbreak_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,customerGroups[groupId].satisfaction and .patronage; the scheduled-event record,src/sim/modules/service/serviceEvents.ts foodPoisoningEvent (service.food_poisoning_outbreak),clear the bad stock before it comes due (worst effective quality >= 35 is a no-op),"morning beat, 3 days out, warned 2 days ahead",customers; pressures (food_safety); memories; history,SCHEDULED EVENTS report,tests/sim/phase211.serviceEvents.test.ts,done,done,"Re-reads the cellar when it fires, so throwing out the spoiled batch genuinely prevents the outbreak."
HOOK-food_poisoning_rumor_possible,8,ISSUE-178,future hook 'food_poisoning_rumor_possible' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-house_rule_friction_*,5,ISSUE-175,future hook 'house_rule_friction_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,customerGroups[groupId] patronage/loyalty/grudges plus the scheduled-event queue,src/sim/modules/economy/economyEvents.ts houseRuleFriction,explain the policy or make an exception for that group before the due day,wrap_up beat; 4 days out; warned 2 days ahead,customers; memories; history; causes,SCHEDULED EVENTS report,tests/sim/phase212.economyEvents.test.ts,n/a,done,"MECHANICAL. An unexplained rule reduces return traffic and leaves a grudge; the resolver matches the policy_explained_* / explanation and exception memories the response profiles actually emit, including untargeted policy memories, so earned counterplay produces an explained no-op."
HOOK-identity_correction_*,10,ISSUE-180,future hook 'identity_correction_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-identity_lock_in_*,10,ISSUE-180,future hook 'identity_lock_in_*' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-identity_lock_in_possible,10,ISSUE-180,future hook 'identity_lock_in_possible' promised as declared in src/sim/modules/issues/issueSeedGenerators.ts,none,src/sim/modules/issues/issueSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-inspection_bribe_exposed_*,7,ISSUE-177,future hook 'inspection_bribe_exposed_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/modules/regulatory — resolved by the inspection_bribe_exposed scheduled event,src/sim/modules/regulatory/regulatoryEvents.ts (inspection_bribe_exposed),none,"inspection_bribe_exposed on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,"A bribe that was accepted can still come out: the arrangement is destroyed, watch standing collapses and a fresh unannounced visit is scheduled. Declines when no accepted bribe exists."
HOOK-inspection_discovery_possible,7,ISSUE-177,future hook 'inspection_discovery_possible' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/modules/regulatory — resolved by the regulatory_visit scheduled event,src/sim/modules/regulatory/regulatoryEvents.ts (regulatory_visit),none,"regulatory_visit on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,Opens or advances a regulatory case and schedules a dated visit. Declines when the evidence would not justify one.
HOOK-inspection_followup_possible,7,ISSUE-177,future hook 'inspection_followup_possible' promised as declared in src/sim/modules/issues/transformationGatedGenerators.ts,src/sim/modules/regulatory — resolved by the regulatory_followup scheduled event,src/sim/modules/regulatory/regulatoryEvents.ts (regulatory_followup),none,"regulatory_followup on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,"Re-reads every open finding against live state, verifies or escalates, and closes the case when nothing is outstanding."
HOOK-inspector_advisor_*,7,ISSUE-177,future hook 'inspector_advisor_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,src/sim/modules/regulatory — resolved by the watch_relationship scheduled event,src/sim/modules/regulatory/regulatoryEvents.ts (watch_relationship),none,"watch_relationship on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,An off-the-record walk-through: records readiness rises and reported incidents are written off.
HOOK-inspector_followup_possible,7,ISSUE-177,future hook 'inspector_followup_possible' promised as declared in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/modules/regulatory — resolved by the regulatory_followup scheduled event,src/sim/modules/regulatory/regulatoryEvents.ts (regulatory_followup),none,"regulatory_followup on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,Same owner as inspection_followup_possible — the inspector comes back and checks the orders.
HOOK-kitchen_inspection_followup,7,ISSUE-177,future hook 'kitchen_inspection_followup' promised as declared in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/modules/regulatory — resolved by the regulatory_followup scheduled event,src/sim/modules/regulatory/regulatoryEvents.ts (regulatory_followup),none,"regulatory_followup on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,Same owner: the follow-up re-reads the kitchen finding rather than trusting a declaration.
HOOK-landlord_goodwill_window,7,ISSUE-177,future hook 'landlord_goodwill_window' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/modules/tenancy — resolved by the landlord_goodwill scheduled event,src/sim/modules/tenancy/tenancyEvents.ts (landlord_goodwill),none,"landlord_goodwill on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,Grants a real deferral on the tenancy record. Declines when the rent is clear.
HOOK-loan_due_soon,7,ISSUE-177,future hook 'loan_due_soon' promised as declared+effect in src/sim/modules/issues/issueSeedGenerators.ts,src/sim/modules/finance — resolved by the loan_instalment_review scheduled event,src/sim/modules/finance/financeEvents.ts (loan_instalment_review),none,"loan_instalment_review on its scheduled day, through the shared scheduled-event queue",src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase214.loans.test.ts; tests/sim/phase214.tenancy.test.ts; tests/sim/phase214.inspection.test.ts; tests/sim/phase214.externalObligationPersistence.test.ts,required,done,"A loan instalment past its grace window: the agreement goes delinquent or defaults, the lender re-prices the tavern, and a default puts collections on the calendar. Declines to be mechanical when there is no live loan (plan §7.1)."
HOOK-main_room_too_dark,2,ISSUE-172,"future hook 'main_room_too_dark' promised as declared in src/sim/testing/expansions/candleShortage.ts (test-expansion fixture, not shipped content)",none,src/sim/testing/expansions/candleShortage.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"STAYS NARRATIVE. Emitted only by src/sim/testing/expansions/candleShortage.ts, a test-expansion fixture rather than shipped content, so there is nothing player-facing to honour."
HOOK-merchant_flight_possible,6,ISSUE-176,"future hook 'merchant_flight_possible' promised as declared in src/sim/testing/expansions/candleShortage.ts (test-expansion fixture, not shipped content)",none,src/sim/testing/expansions/candleShortage.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),tests/sim/phase213.supplierEvents.test.ts,n/a,done,"STAYS NARRATIVE, confirmed in Phase 6 rather than merely inherited. Declared only by src/sim/testing/expansions/candleShortage.ts, a test-expansion fixture rather than shipped content, so there is no player-reachable promise to keep. Phase 6 now owns everything a supplier consequence could land on, so the judgement is deliberate and pinned by a test (phase213.supplierEvents.test.ts). Reassign if the fixture ever becomes content."
HOOK-new_supplier_uncertainty_*,6,ISSUE-176,future hook 'new_supplier_uncertainty_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,"src/sim/modules/suppliers/types.ts SupplierAccountState (credit line, terms adjustment, supply refusal, trading record)",src/sim/modules/suppliers/supplierEvents.ts newSupplierEvent,pay_supplier_invoice / negotiate_supplier_terms / place_supplier_order — the terms the resolver writes are the terms the next quote charges,"src/sim/modules/suppliers/supplierEvents.ts, resolved by the shared scheduler on its dated beat","src/sim/modules/suppliers/quote.ts (unit price, capacity, payment terms, credit limit)",SupplierDetailSheet terms block and per-good quote; SUPPLIER REPORT supplier line,tests/sim/phase213.supplierEvents.test.ts,n/a,done,"MECHANICAL as of Phase 6. Resolved against the record the supplier actually built — deliveries kept versus missed — rather than rolled: a supplier who came through firms up in reliability and terms, one who shorted the tavern is marked down, and a supplier nobody ever ordered from is an explained no-op."
HOOK-payday_brawl_legend_*,9,ISSUE-179,future hook 'payday_brawl_legend_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-payday_gouging_remembered_*,9,ISSUE-179,future hook 'payday_gouging_remembered_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-payday_supplier_return_*,9,ISSUE-179,future hook 'payday_supplier_return_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
HOOK-policy_held_unrest_*,5,ISSUE-175,future hook 'policy_held_unrest_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,economy.policies[policyId] evidence/support/backlash plus affected customer-group patronage/loyalty,src/sim/modules/economy/economyEvents.ts policyHeldUnrest,repeal the named policy before it comes due,wrap_up beat; 7 days out; warned 3 days ahead,customers; economy policy compliance; memories; history; causes,SCHEDULED EVENTS and ECONOMY policy reports,tests/sim/phase212.economyEvents.test.ts,n/a,done,"MECHANICAL. If still held, the most affected crowd loses loyalty/patronage and policy backlash is recorded; timely repeal is an explained no-op."
HOOK-policy_punishment_grudge_*,5,ISSUE-175,future hook 'policy_punishment_grudge_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,economy.policies[policyId] evidence/support/backlash plus affected customer-group patronage/loyalty/grudges,src/sim/modules/economy/economyEvents.ts policyPunishmentGrudge,repeal the named policy before it comes due,wrap_up beat; 7 days out; warned 3 days ahead,customers; economy policy compliance; memories; history; causes,SCHEDULED EVENTS and ECONOMY policy reports,tests/sim/phase212.economyEvents.test.ts,n/a,done,MECHANICAL. Continued punishment creates a durable policy-specific grudge and stronger backlash; timely repeal prevents it.
HOOK-policy_reversal_remembered_*,5,ISSUE-175,future hook 'policy_reversal_remembered_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,economy.policies[policyId] reversal evidence/support/backlash plus affected customer-group patronage/loyalty,src/sim/modules/economy/economyEvents.ts policyReversalRemembered,keep the policy repealed through the due day; re-enabling it cancels the promised reversal effect,wrap_up beat; 7 days out; warned 3 days ahead,customers; economy policy compliance; memories; history; causes,SCHEDULED EVENTS and ECONOMY policy reports,tests/sim/phase212.economyEvents.test.ts,n/a,done,"MECHANICAL. The repeal response disables the named standing policy before scheduling this event. A sustained repeal is remembered, improves support and records a reversal; putting the rule back into force produces an explained no-op."
HOOK-price_complaint_possible,5,ISSUE-175,future hook 'price_complaint_possible' promised as declared in src/sim/modules/issues/issueSeedGenerators.ts,highest-sensitivity active customer group patronage/loyalty/grudge plus economy recovery lag,src/sim/modules/economy/economyEvents.ts priceComplaint,roll the affected menu item back to its pre-hike price before the due day,wrap_up beat; 5 days out; warned 2 days ahead,customers; economy recovery; memories; history; causes,SCHEDULED EVENTS and ECONOMY reports,tests/sim/phase212.economyEvents.test.ts,n/a,done,MECHANICAL. The scheduled payload retains the affected stock id and pre-hike price. If that specific increase persists it cuts the most price-sensitive crowd and adds recovery lag; rolling it back is proven counterplay even while ordinary retail markups remain.
HOOK-price_war_*,9,ISSUE-179,future hook 'price_war_*' promised as declared+effect in src/sim/modules/issues/expandedSeedGenerators.ts,none,src/sim/modules/issues/expandedSeedGenerators.ts,none,none,src/sim/modules/responses/responsesModule.ts applyPendingEntry — memory draft (memory_future_hook) or zero-weight cause (future_hook); no domain mutation,src/reports/pendingConsequenceProjection.ts (drainedToday),none,required,open,"OBL-02. Typed, owned, and given an exact-once resolver in Phase 1 (plan §1.1); the authoritative outcome lands in the owning phase. Phase column is the initial assignment — correct it in place if the domain moves."
